timeline_year_nb;timeline_month_nb;timeline_month_name;adresse_client;customers_city;customers_country;customers_creditlimit;customers_map_reference;nom_client;customers_phone;customers_postalcode;customers_number;products_line;orderfact_quantityordered;orderfact_totalprice
2024;10;Octobre;1 rue Alsace-Lorraine;Toulouse;France;61100,000000;141;Alpha Cognac;61.77.6555;31000;242;Motorcycles;42;1945,860000
2024;10;Octobre;12, rue des Bouchers;Marseille;France;65000,000000;141;Marseille Mini Autos;91.24.4555;13008;350;Trucks and Buses;72;4183,920000
2024;10;Octobre;67, avenue de l'Europe;Versailles;France;77900,000000;141;Auto Associes & Cie.;30.59.8555;78000;256;Vintage Cars;61;1673,840000
2024;11;November;54, rue Royale;Nantes;France;21000,000000;141;Atelier graphique;40.32.2555;44000;103;Classic Cars;128;6255,360000
2024;12;December;12, rue des Bouchers;Marseille;France;65000,000000;141;Marseille Mini Autos;91.24.4555;13008;350;Classic Cars;9;716,490000
2024;12;December;184, chaussee de Tournai;Lille;France;82900,000000;141;Daedalus Designs Imports;20.16.1555;59000;171;Ships;71;3329,190000
2024;12;December;184, chaussee de Tournai;Lille;France;82900,000000;141;Daedalus Designs Imports;20.16.1555;59000;171;Vintage Cars;79;3663,230000
2024;12;December;2, rue du Commerce;Lyon;France;123900,000000;141;Saveley & Henriot, Co.;78.32.5555;69004;146;Ships;60;2709,600000
2024;12;December;67, avenue de l'Europe;Versailles;France;77900,000000;141;Auto Associes & Cie.;30.59.8555;78000;256;Classic Cars;156;10377,120000
2024;12;December;67, rue des Cinquante Otages;Nantes;France;118200,000000;141;La Rochelle Gifts;40.67.8555;44000;119;Trucks and Buses;122;3346,460000
2025;1;January;2, rue du Commerce;Lyon;France;123900,000000;141;Saveley & Henriot, Co.;78.32.5555;69004;146;Classic Cars;61;5074,590000
2025;1;January;25, rue Lauriston;Paris;France;95000,000000;141;Auto Canal+ Petit;(1) 47.55.6555;75016;406;Planes;58;3968,940000
2025;1;January;25, rue Lauriston;Paris;France;95000,000000;141;Auto Canal+ Petit;(1) 47.55.6555;75016;406;Vintage Cars;46;2023,080000
2025;1;January;27 rue du Colonel Pierre Avia;Paris;France;68100,000000;141;Lyon Souveniers;+33 1 46 62 7555;75508;250;Classic Cars;82;4296,800000
2025;2;February;12, rue des Bouchers;Marseille;France;65000,000000;141;Marseille Mini Autos;91.24.4555;13008;350;Motorcycles;89;7186,750000
2025;2;February;12, rue des Bouchers;Marseille;France;65000,000000;141;Marseille Mini Autos;91.24.4555;13008;350;Trucks and Buses;116;6591,120000
2025;2;February;184, chaussee de Tournai;Lille;France;82900,000000;141;Daedalus Designs Imports;20.16.1555;59000;171;Vintage Cars;60;4255,200000
2025;2;February;2, rue du Commerce;Lyon;France;123900,000000;141;Saveley & Henriot, Co.;78.32.5555;69004;146;Ships;58;3550,180000
2025;3;March;12, rue des Bouchers;Marseille;France;65000,000000;141;Marseille Mini Autos;91.24.4555;13008;350;Planes;50;4962,500000
2025;3;March;184, chaussee de Tournai;Lille;France;82900,000000;141;Daedalus Designs Imports;20.16.1555;59000;171;Classic Cars;91;5524,610000
2025;3;March;265, boulevard Charonne;Paris;France;84300,000000;141;La Corne D'abondance, Co.;(1) 42.34.2555;75012;172;Vintage Cars;15;1054,800000
2025;3;March;27 rue du Colonel Pierre Avia;Paris;France;68100,000000;141;Lyon Souveniers;+33 1 46 62 7555;75508;250;Classic Cars;212;14234,600000
2025;3;March;67, avenue de l'Europe;Versailles;France;77900,000000;141;Auto Associes & Cie.;30.59.8555;78000;256;Vintage Cars;58;4095,960000
2025;4;April;1 rue Alsace-Lorraine;Toulouse;France;61100,000000;141;Alpha Cognac;61.77.6555;31000;242;Classic Cars;279;20579,040000
2025;4;April;184, chaussee de Tournai;Lille;France;82900,000000;141;Daedalus Designs Imports;20.16.1555;59000;171;Classic Cars;69;1940,970000
2025;4;April;27 rue du Colonel Pierre Avia;Paris;France;68100,000000;141;Lyon Souveniers;+33 1 46 62 7555;75508;250;Trucks and Buses;96;7848,000000
2025;5;May;184, chaussee de Tournai;Lille;France;82900,000000;141;Daedalus Designs Imports;20.16.1555;59000;171;Ships;93;5835,750000
2025;5;May;2, rue du Commerce;Lyon;France;123900,000000;141;Saveley & Henriot, Co.;78.32.5555;69004;146;Vintage Cars;44;1223,640000
2025;5;May;24, place Kleber;Strasbourg;France;53800,000000;141;Mini Caravy;88.60.1555;67000;209;Planes;6;289,920000
2025;5;May;25, rue Lauriston;Paris;France;95000,000000;141;Auto Canal+ Petit;(1) 47.55.6555;75016;406;Classic Cars;22;1199,000000
2025;5;May;25, rue Lauriston;Paris;France;95000,000000;141;Auto Canal+ Petit;(1) 47.55.6555;75016;406;Motorcycles;83;4291,100000
2025;5;May;59 rue de l'Abbaye;Reims;France;81100,000000;141;Reims Collectables;26.47.1555;51100;353;Trucks and Buses;50;4156,000000
2025;6;June;24, place Kleber;Strasbourg;France;53800,000000;141;Mini Caravy;88.60.1555;67000;209;Classic Cars;84;2583,000000
2025;6;June;67, avenue de l'Europe;Versailles;France;77900,000000;141;Auto Associes & Cie.;30.59.8555;78000;256;Vintage Cars;52;2523,040000
2025;7;July;24, place Kleber;Strasbourg;France;53800,000000;141;Mini Caravy;88.60.1555;67000;209;Motorcycles;96;9360,000000
2025;7;July;24, place Kleber;Strasbourg;France;53800,000000;141;Mini Caravy;88.60.1555;67000;209;Vintage Cars;70;2529,800000
2025;7;July;25, rue Lauriston;Paris;France;95000,000000;141;Auto Canal+ Petit;(1) 47.55.6555;75016;406;Vintage Cars;87;3604,410000
2025;7;July;27 rue du Colonel Pierre Avia;Paris;France;68100,000000;141;Lyon Souveniers;+33 1 46 62 7555;75508;250;Classic Cars;158;14046,200000
2025;7;July;27 rue du Colonel Pierre Avia;Paris;France;68100,000000;141;Lyon Souveniers;+33 1 46 62 7555;75508;250;Vintage Cars;178;13236,080000
2025;8;August;12, rue des Bouchers;Marseille;France;65000,000000;141;Marseille Mini Autos;91.24.4555;13008;350;Motorcycles;168;10338,720000
2025;8;August;67, rue des Cinquante Otages;Nantes;France;118200,000000;141;La Rochelle Gifts;40.67.8555;44000;119;Vintage Cars;66;2801,040000
2025;9;September;265, boulevard Charonne;Paris;France;84300,000000;141;La Corne D'abondance, Co.;(1) 42.34.2555;75012;172;Motorcycles;57;2826,630000
2025;9;September;27 rue du Colonel Pierre Avia;Paris;France;68100,000000;141;Lyon Souveniers;+33 1 46 62 7555;75508;250;Motorcycles;23;1337,450000
2025;9;September;59 rue de l'Abbaye;Reims;France;81100,000000;141;Reims Collectables;26.47.1555;51100;353;Vintage Cars;56;1598,800000
2025;10;Octobre;24, place Kleber;Strasbourg;France;53800,000000;141;Mini Caravy;88.60.1555;67000;209;Classic Cars;29;2845,190000
2025;10;Octobre;25, rue Lauriston;Paris;France;95000,000000;141;Auto Canal+ Petit;(1) 47.55.6555;75016;406;Classic Cars;52;4249,960000
2025;10;Octobre;25, rue Lauriston;Paris;France;95000,000000;141;Auto Canal+ Petit;(1) 47.55.6555;75016;406;Planes;60;5994,600000
2025;10;Octobre;27 rue du Colonel Pierre Avia;Paris;France;68100,000000;141;Lyon Souveniers;+33 1 46 62 7555;75508;250;Classic Cars;57;2146,620000
2025;11;November;12, rue des Bouchers;Marseille;France;65000,000000;141;Marseille Mini Autos;91.24.4555;13008;350;Ships;20;1232,400000
2025;12;December;265, boulevard Charonne;Paris;France;84300,000000;141;La Corne D'abondance, Co.;(1) 42.34.2555;75012;172;Ships;80;5105,600000
2025;12;December;59 rue de l'Abbaye;Reims;France;81100,000000;141;Reims Collectables;26.47.1555;51100;353;Classic Cars;49;3702,930000
