Code_Postal;Rue;Rue_complement;Ville;Département;latitude;longitude;result_label;result_score;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;Geoloc2
"97414";"1 RUE PAYET";;"ENTRE DEUX";"REUNION";"-21.248831";"55.469702";"1 Rue Payet 97414 Entre-Deux";"0.67";"housenumber";"ADRNIVX_0000001402250467";"1";"Rue Payet";;"97414";"Entre-Deux";"974, La RÃ©union";"97403";"-21.248831,55.469702"
"97410";"24 ALLEE DES CHOKAS";;"SAINT-PIERRE";"REUNION";"-21.299424";"55.430142";"24 AllÃ©e des Chocas 97410 Saint-Pierre";"0.66";"housenumber";"ADRNIVX_0000001402022148";"24";"AllÃ©e des Chocas";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.299424,55.430142"
"97400";"13 RUE MAURICE TOMI";;"SAINT-DENIS";"REUNION";"-20.906482";"55.501321";"13 Rue Maurice Tomi 97490 Saint-Denis";"0.66";"housenumber";"ADRNIVX_0000002006200901";"13";"Rue Maurice Tomi";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";
"97440";"CAMBUSTON";;"SAINT-ANDRE";"REUNION";"-20.931502";"55.648125";"Cambuston 97440 Saint-AndrÃ©";"0.66";"street";"97409_B050_58db69";;"Cambuston";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.933346,55.652514"
"97400";"LE BRULE";;"SAINT-DENIS";"REUNION";"-20.926298";"55.432956";"Le Brule 97400 Saint-Denis";"0.66";"street";"97411_B025_aec595";;"Le Brule";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.927573,55.435405"
"53000";"15 RUE JACQAUES JAMEAU";;"LAVAL";"MAYENNE";"48.060122";"-0.76449";"15 Rue Jacques Jameau 53000 Laval";"0.66";"housenumber";"ADRNIVX_0000000262294431";"15";"Rue Jacques Jameau";;"53000";"Laval";"53, Mayenne, Pays-de-la-Loire";"53130";"48.060122,-0.76449"
"97460";"TAN ROUGE ";;"SAINT-PAUL";"REUNION";"-21.061277";"55.296899";"Tan Rouge 97460 Saint-Paul";"0.66";"street";"97415_B784_f3136b";;"Tan Rouge";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";
"97421";"255 C  RUE HUBERT DELISLE";;"SAINT-LOUIS";"REUNION";"-21.268694";"55.451773";"255 C Route Hubert Delisle 97421 Saint-Louis";"0.66";"housenumber";"ADRNIVX_0000001402424836";"255 C";"Route Hubert Delisle";;"97421";"Saint-Louis";"974, La RÃ©union";"97414";
"97429";"GRANDE ANSE";;"PETITE ILE";"REUNION";"-21.335309";"55.554887";"Grande Anse 97429 Petite-ÃŽle";"0.66";"street";"97405_B008_027dbb";;"Grande Anse";;"97429";"Petite-ÃŽle";"974, La RÃ©union";"97405";
"97436";"401 CHEMIN RICQUEBOURG";;"SAINT-LEU";"REUNION";"-21.164754";"55.310422";"401 Chemin Ricquebourg 97416 Saint-Leu";"0.66";"housenumber";"ADRNIVX_0000001401936054";"401";"Chemin Ricquebourg";;"97416";"Saint-Leu";"974, La RÃ©union";"97413";
"97432";"10 LIGNE CAMBRAI";;"SAINT-PIERRE";"REUNION";"-21.287157";"55.472267";"Ligne Cambrai 97432 Saint-Pierre";"0.66";"street";"97416_B070_2b5e93";;"Ligne Cambrai";;"97432";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.286526,55.470922"
"94200";"48 RUE DENIS PAPIN";;"IVRY SUR SEINE";"VAL DE MARNE";"48.813108";"2.393633";"48 Rue Denis Papin 94200 Ivry-sur-Seine";"0.66";"housenumber";"ADRNIVX_0000000270908376";"48";"Rue Denis Papin";;"94200";"Ivry-sur-Seine";"94, Val-de-Marne, ÃŽle-de-France";"94041";"48.813108,2.393633"
"97439";"55 CHEMIN CHARGEMENT ";;"SAINTE-ROSE";"REUNION";"-21.139636";"55.806138";"55 Chemin Changement 97439 Sainte-Rose";"0.66";"housenumber";"ADRNIVX_0000001402274946";"55";"Chemin Changement";;"97439";"Sainte-Rose";"974, La RÃ©union";"97419";
"97460";"BELLEMENE";;"SAINT-PAUL";"REUNION";"-21.018482";"55.301562";"Bellemene 97460 Saint-Paul";"0.66";"street";"97415_B040_b1d4da";;"Bellemene";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";"-21.028261,55.311801"
"97424";"56 CHEMIN DARTY MILO ";;"SAINT-LEU";"REUNION";"-21.20807";"55.299296";"Chemin Milo Darty 97424 Saint-Leu";"0.66";"street";"97413_XXXX_2b7852";;"Chemin Milo Darty";;"97424";"Saint-Leu";"974, La RÃ©union";"97413";"-21.208004,55.298837"
"97490";"134 CITE ROLAND GARROS";;"SAINT-DENIS";"REUNION";"-20.907251";"55.489375";"134 Rue de la CitÃ© Roland Garros 97490 Saint-Denis";"0.66";"housenumber";"ADRNIVX_0000001401788256";"134";"Rue de la CitÃ© Roland Garros";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.907922,55.489235"
"97430";"38 RUE DES LIANES D OR";;"LE TAMPON";"REUNION";"-21.223333";"55.558655";"Rue des Lianes d'Or 97430 Le Tampon";"0.66";"street";"97422_XXXX_a51b4a";;"Rue des Lianes d'Or";;"97430";"Le Tampon";"974, La RÃ©union";"97422";"-21.262804,55.495113"
"97450";"176 RUE ST JEAN XXIII";;"SAINT-LOUIS";"REUNION";"-21.277237";"55.415855";"176 Rue Saint-Jean XXIII 97450 Saint-Louis";"0.66";"housenumber";"ADRNIVX_0000001401999862";"176";"Rue Saint-Jean XXIII";;"97450";"Saint-Louis";"974, La RÃ©union";"97414";"-21.277237,55.415855"
"97419";"HALTE LA";;"LA POSSESSION";"REUNION";"-20.967087";"55.332025";"Halte-La 97419 La Possession";"0.66";"locality";"97408_XXXX_b9e33b";;"Halte-La";;"97419";"La Possession";"974, La RÃ©union";"97408";"-20.966098,55.331392"
"97470";"BOURIER BEAULIEU ";;"SAINT BENOIT";"REUNION";"-21.036859";"55.690184";"Bourbier-Beaulieu 97470 Saint-BenoÃ®t";"0.66";"locality";"97410_XXXX_36f20a";;"Bourbier-Beaulieu";;"97470";"Saint-BenoÃ®t";"974, La RÃ©union";"97410";
"97490";"ZAC CHEMIN FINETTE";;"SAINT-DENIS";"REUNION";"-20.907523";"55.472609";"Chemin Finette 97490 Saint-Denis";"0.66";"street";"97411_B053_ae30c2";;"Chemin Finette";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.906668,55.473032"
"97400";"1 RUELLE TADAR ";;"SAINT-DENIS";"REUNION";"-20.881885";"55.462076";"Ruelle Tadar 97400 Saint-Denis";"0.66";"street";"97411_XXXX_9c5639";;"Ruelle Tadar";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.881913,55.462503"
"74130";"493 AVENUE DU COTEAU ";;"BONNEVILLE";"HAUTE SAVOIE";"46.083727";"6.409329";"493 Avenue du Coteau 74130 Bonneville";"0.66";"housenumber";"ADRNIVX_0000000326420567";"493";"Avenue du Coteau";;"74130";"Bonneville";"74, Haute-Savoie, Auvergne-RhÃ´ne-Alpes (RhÃ´ne-Alpes)";"74042";"46.083727,6.409329"
"97490";"9 CHE DES EUCALYPTUS";;"SAINT-DENIS";"REUNION";"-20.92627";"55.471639";"Chemin des Eucalyptus 97490 Saint-Denis";"0.66";"street";"97411_XXXX_cfc9a7";;"Chemin des Eucalyptus";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.925844,55.472572"
"97440";"105 AV DE BOURBON";;"SAINT-ANDRE";"REUNION";"-20.961409";"55.649569";"105 Avenue de Bourbon 97440 Saint-AndrÃ©";"0.66";"housenumber";"ADRNIVX_0000001401842062";"105";"Avenue de Bourbon";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";
"97422";"72 RUE JEAN ALBANY";;"SAINT-PAUL";"REUNION";"-21.077463";"55.26917";"Rue Jean Albany 97422 Saint-Paul";"0.66";"street";"97415_1829_852d50";;"Rue Jean Albany";;"97422";"Saint-Paul";"974, La RÃ©union";"97415";"-21.074534,55.267321"
"97490";"322 RTE DE BOIS DE NEFLES";;"SAINT-DENIS";"REUNION";"-20.905859";"55.476623";"Route de Bois de NÃ¨fles 97490 Saint-Denis";"0.65";"street";"97411_XXXX_5e89ab";;"Route de Bois de NÃ¨fles";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.910365,55.473134"
"97419";"ZAC RAVINE A MARQUET ";;"LA POSSESSION";"REUNION";"-20.956117";"55.328257";"Ravine A Marquet 97419 La Possession";"0.65";"street";"97408_B277_8f0bbc";;"Ravine A Marquet";;"97419";"La Possession";"974, La RÃ©union";"97408";
"75009";"11 RUE DU SCRIBE";;"PARIS";"PARIS";"48.872155";"2.330603";"11 Rue Scribe 75009 Paris";"0.65";"housenumber";"ADRNIVX_0000000270744208";"11";"Rue Scribe";;"75009";"Paris";"75, Paris, ÃŽle-de-France";"75109";"48.872163,2.330607"
"97430";"27 E ROUTE DES CAFEIERS";;"LE TAMPON";"REUNION";"-21.238419";"55.52609";"27 E Route des CafÃ©iers 97418 Le Tampon";"0.65";"housenumber";"ADRNIVX_0000002006197600";"27 E";"Route des CafÃ©iers";;"97418";"Le Tampon";"974, La RÃ©union";"97422";"-21.238419,55.52609"
"97438";"33 CHEMIN BELLE VUE SUR MER";;"SAINTE-MARIE";"REUNION";"-20.921823";"55.525056";"33 Rue Belle Vue Sur Mer 97438 Sainte-Marie";"0.65";"housenumber";"ADRNIVX_0000001402296349";"33";"Rue Belle Vue Sur Mer";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.921823,55.525056"
"97400";"1 A RUE DU COUVENT";;"SAINT-DENIS";"REUNION";"-20.890643";"55.450295";"Rue du Couvent 97400 Saint-Denis";"0.65";"street";"97411_0369_6337e7";;"Rue du Couvent";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.889544,55.450661"
"97427";"22 RUE DU PERE VAN BERLO";;"ETANG SALE";"REUNION";"-21.267093";"55.366442";"22 Rue PÃ¨re Van Berlo 97427 L'Ã‰tang-SalÃ©";"0.65";"housenumber";"ADRNIVX_0000001401989154";"22";"Rue PÃ¨re Van Berlo";;"97427";"L'Ã‰tang-SalÃ©";"974, La RÃ©union";"97404";"-21.265831,55.366612"
"75116";"57 AVENUE D IENA";;"PARIS";"PARIS";"48.870904";"2.295247";"57 Avenue d'IÃ©na 75016 Paris";"0.65";"housenumber";"ADRNIVX_0000000270747419";"57";"Avenue d'IÃ©na";;"75016";"Paris";"75, Paris, ÃŽle-de-France";"75116";
"97420";"35 RUE SAINT PAUL";;"LE PORT";"REUNION";"-20.938373";"55.289717";"35 Rue de Saint-Paul 97420 Le Port";"0.65";"housenumber";"ADRNIVX_0000001401821553";"35";"Rue de Saint-Paul";;"97420";"Le Port";"974, La RÃ©union";"97407";"-20.938373,55.289717"
"97432";"46 TER CHEMIN LOUIS NAYAGOM";;"SAINT-PIERRE";"REUNION";"-21.280729";"55.483296";"Chemin Louis Nayagom 97432 Saint-Pierre";"0.65";"street";"97416_XXXX_234b0c";;"Chemin Louis Nayagom";;"97432";"Saint-Pierre";"974, La RÃ©union";"97416";
"97436";"47 CHEMIN DES PECHES";;"SAINT-LEU";"REUNION";"-21.180042";"55.306201";"Chemin des PÃªches 97436 Saint-Leu";"0.65";"street";"97413_XXXX_99fbd4";;"Chemin des PÃªches";;"97436";"Saint-Leu";"974, La RÃ©union";"97413";"-21.180191,55.306411"
"97440";"75 AV DE BOURBON";;"SAINT-ANDRE";"REUNION";"-20.961061";"55.649734";"75 Avenue de Bourbon 97440 Saint-AndrÃ©";"0.65";"housenumber";"ADRNIVX_0000001401842056";"75";"Avenue de Bourbon";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";
"97430";"4 IMPASSE DES PAQUERETTES ";;"LE TAMPON";"REUNION";"-21.24447";"55.534532";"4 Impasse des PÃ¢querettes 97418 Le Tampon";"0.65";"housenumber";"ADRNIVX_0000001402429657";"4";"Impasse des PÃ¢querettes";;"97418";"Le Tampon";"974, La RÃ©union";"97422";
"97425";"129 ROUTE DES VACOAS ";;"LES AVIRONS";"REUNION";"-21.224084";"55.343357";"Route des Vacoas 97425 Les Avirons";"0.65";"street";"97401_XXXX_3cd923";;"Route des Vacoas";;"97425";"Les Avirons";"974, La RÃ©union";"97401";"-21.225436,55.344184"
"97450";"LES MAKES";;"SAINT-LOUIS";"REUNION";"-21.188132";"55.435545";"Les Makes 97450 Saint-Louis";"0.65";"street";"97414_B029_0e4eff";;"Les Makes";;"97450";"Saint-Louis";"974, La RÃ©union";"97414";
"97490";"174 RTE DE BOIS DE NEFLES";;"SAINT-DENIS";"REUNION";"-20.905859";"55.476623";"Route de Bois de NÃ¨fles 97490 Saint-Denis";"0.65";"street";"97411_XXXX_5e89ab";;"Route de Bois de NÃ¨fles";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.903843,55.478239"
"87000";"2 PLACE LAZARE CARNOT";;"LIMOGES";"HAUTE VIENNE";"45.825995";"1.252727";"2 Place Lazare Carnot 87000 Limoges";"0.65";"housenumber";"ADRNIVX_0000000275433994";"2";"Place Lazare Carnot";;"87000";"Limoges";"87, Haute-Vienne, Nouvelle-Aquitaine (Limousin)";"87085";"45.826011,1.252728"
"97490";"9 RUE ROGER PAYET APPT 41";;"SAINT-DENIS";"REUNION";"-20.892872";"55.488655";"9 Rue Roger Payet 97490 Saint-Denis";"0.65";"housenumber";"ADRNIVX_0000001401770699";"9";"Rue Roger Payet";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";
"97490";"24 RUE DE FOCH";;"SAINT-DENIS";"REUNION";"-20.901884";"55.493421";"24 Rue Foch 97490 Saint-Denis";"0.65";"housenumber";"ADRNIVX_0000001402401446";"24";"Rue Foch";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.902571,55.493294"
"97418";"10 CHEMIN DES CEVENNES   PK 20";;"LE TAMPON";"REUNION";"-21.234014";"55.542046";"10 Chemin des Cevennes 97418 Le Tampon";"0.65";"housenumber";"ADRNIVX_0000001401957011";"10";"Chemin des Cevennes";;"97418";"Le Tampon";"974, La RÃ©union";"97422";
"95500";"43 SQUARE DU NORD";;"GONESSE";"VAL-D'OISE";"49.004952";"2.42145";"43 Square du Nord 95500 Gonesse";"0.64";"housenumber";"ADRNIVX_0000002011014012";"43";"Square du Nord";;"95500";"Gonesse";"95, Val-d'Oise, ÃŽle-de-France";"95277";"49.004952,2.42145"
"75013";"22 RUE DES CINQ DIAMANTS";;"PARIS";"PARIS";"48.829104";"2.351042";"22 Rue des 5 Diamants 75013 Paris";"0.64";"housenumber";"ADRNIVX_0000000270818583";"22";"Rue des 5 Diamants";;"75013";"Paris";"75, Paris, ÃŽle-de-France";"75113";"48.829113,2.351037"
"97410";"337 ALL DES AUBEPINES";;"SAINT-PIERRE";"REUNION";"-21.33089";"55.48977";"AllÃ©e des AubÃ©pines 97410 Saint-Pierre";"0.64";"street";"97416_XXXX_e620fe";;"AllÃ©e des AubÃ©pines";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.327583,55.493238"
"97424";"LE PLATE  108 CHEMIN DE LA DECOUVERTE";;"SAINT-LEU";"REUNION";"-21.197946";"55.335708";"108 Chemin de la DÃ©couverte 97424 Saint-Leu";"0.64";"housenumber";"ADRNIVX_0000001402255827";"108";"Chemin de la DÃ©couverte";;"97424";"Saint-Leu";"974, La RÃ©union";"97413";
"97410";"57 RUE RODIER";;"SAINT-PIERRE";"REUNION";"-21.335853";"55.478029";"Rue Rodier 97410 Saint-Pierre";"0.64";"street";"97416_0259_c36d15";;"Rue Rodier";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";
"97400";"71 RUE LYAUTEY";;"SAINT-DENIS";"REUNION";"-20.901866";"55.494646";"71 Rue Lyautey 97490 Saint-Denis";"0.64";"housenumber";"ADRNIVX_0000001402628671";"71";"Rue Lyautey";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";
"97460";"19 T RUE GULDIVE";;"SAINT-PAUL";"REUNION";"-20.997083";"55.282372";"19 TER Rue Guldive 97460 Saint-Paul";"0.64";"housenumber";"ADRNIVX_0000001402282049";"19 TER";"Rue Guldive";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";"-20.997165,55.282842"
"97420";"12 RUE HENRY LAPIERRE";;"LE PORT";"REUNION";"-20.941765";"55.296921";"12 Rue Henri Lapierre 97420 Le Port";"0.64";"housenumber";"ADRNIVX_0000001402626543";"12";"Rue Henri Lapierre";;"97420";"Le Port";"974, La RÃ©union";"97407";
"97427";"213 AV RAYMOND BARRE";;"ETANG SALE";"REUNION";"-21.259426";"55.355554";"213 Avenue Raymond Barre 97427 L'Ã‰tang-SalÃ©";"0.64";"housenumber";"ADRNIVX_0000001401980428";"213";"Avenue Raymond Barre";;"97427";"L'Ã‰tang-SalÃ©";"974, La RÃ©union";"97404";
"86000";"12 BIS PLAN DE LA BUGELLERIE";;"POITIERS";"VIENNE";"46.603863";"0.323861";"Plan de la Bugellerie 86000 Poitiers";"0.64";"street";"86194_0638_29ca15";;"Plan de la Bugellerie";;"86000";"Poitiers";"86, Vienne, Nouvelle-Aquitaine (Poitou-Charentes)";"86194";"46.603863,0.323861"
"97410";"785 CHEMIN ANTOINE PICARD MONT VERT ";;"SAINT-PIERRE";"REUNION";"-21.313968";"55.542156";"785 Chemin Antoine Picard 97410 Saint-Pierre";"0.64";"housenumber";"ADRNIVX_0000001402029214";"785";"Chemin Antoine Picard";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";
"97480";"117 RUE ALBERT LOUGNON  GOYAVES";;"SAINT-JOSEPH";"REUNION";"-21.367392";"55.618408";"117 Rue Albert Lougnon 97480 Saint-Joseph";"0.64";"housenumber";"ADRNIVX_0000001402058734";"117";"Rue Albert Lougnon";;"97480";"Saint-Joseph";"974, La RÃ©union";"97412";
"97470";"74 AV JEAN JAURES";;"SAINT-BENOIT";"REUNION";"-21.040634";"55.720188";"74 Avenue Jean JaurÃ¨s 97470 Saint-BenoÃ®t";"0.64";"housenumber";"ADRNIVX_0000001401883608";"74";"Avenue Jean JaurÃ¨s";;"97470";"Saint-BenoÃ®t";"974, La RÃ©union";"97410";
"97460";"CAMBAIE";;"SAINT-PAUL";"REUNION";"-20.973917";"55.296919";"Cambaie 97460 Saint-Paul";"0.64";"street";"97415_B135_faa7d3";;"Cambaie";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";"-20.9679,55.295097"
"97460";"337 RUE SAINT LOUIS";;"SAINT-PAUL";"REUNION";"-20.997633";"55.283253";"337 Rue Saint-Louis 97434 Saint-Paul";"0.64";"housenumber";"ADRNIVX_0000001401865564";"337";"Rue Saint-Louis";;"97434";"Saint-Paul";"974, La RÃ©union";"97415";"-20.997633,55.283253"
"97490";"AVENUE JOSEPH BEDIER APT 531";;"SAINT-DENIS";"REUNION";"-20.893562";"55.487057";"Avenue Joseph Bedier 97490 Saint-Denis";"0.64";"street";"97411_XXXX_5961d6";;"Avenue Joseph Bedier";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";
"97490";"18 B RUE DE L ANJOU";;"SAINT-DENIS";"REUNION";"-20.901806";"55.490347";"Rue de l'Anjou 97490 Saint-Denis";"0.64";"street";"97411_XXXX_4b14af";;"Rue de l'Anjou";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";
"97490";"34 RUE DE LA PICARDIE";"ST DENIS";"SAINT-DENIS";"REUNION";"-20.905348";"55.487742";"34 Rue de la Picardie 97490 Saint-Denis";"0.64";"housenumber";"ADRNIVX_0000001401784717";"34";"Rue de la Picardie";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.905354,55.487867"
"97410";"27 AV DR JEAN MARIE DAMBREVILLE";;"SAINT-PIERRE";"REUNION";"-21.339532";"55.491168";"27 Avenue du Docteur Jean Marie Dambreville 97410 Saint-Pierre";"0.64";"housenumber";"ADRNIVX_0000002006198806";"27";"Avenue du Docteur Jean Marie Dambreville";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.338936,55.489678"
"97460";"352 RUE SAINT LOUIS";;"SAINT-PAUL";"REUNION";"-20.997682";"55.283344";"352 Rue Saint-Louis 97434 Saint-Paul";"0.64";"housenumber";"ADRNIVX_0000001401865578";"352";"Rue Saint-Louis";;"97434";"Saint-Paul";"974, La RÃ©union";"97415";"-20.997683,55.283344"
"97400";"5 BIS AVENUE EUDOXIE NONGE APT 1";;"SAINT-DENIS";"REUNION";"-20.896612";"55.492636";"5 BIS Avenue Eudoxie Nonge 97490 Saint-Denis";"0.64";"housenumber";"ADRNIVX_0000001401776110";"5 BIS";"Avenue Eudoxie Nonge";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";
"87100";"9 RUE DE NORMANDIE ";;"LIMOGES";"HAUTE VIENNE";"45.856957";"1.25779";"9 Rue de Normandie 87100 Limoges";"0.64";"housenumber";"ADRNIVX_0000000275398082";"9";"Rue de Normandie";;"87100";"Limoges";"87, Haute-Vienne, Nouvelle-Aquitaine (Limousin)";"87085";"45.856943,1.257784"
"87000";"178 AV DU MARECHAL DE LATTRE DE TASSIG";;"LIMOGES";"HAUTE VIENNE";"45.826186";"1.2809";"178 Avenue MarÃ©chal de Lattre de Tassigny 87000 Limoges";"0.64";"housenumber";"ADRNIVX_0000000275432876";"178";"Avenue MarÃ©chal de Lattre de Tassigny";;"87000";"Limoges";"87, Haute-Vienne, Nouvelle-Aquitaine (Limousin)";"87085";
"97420";"5 AV DU 14 JUILLET 1789";;"LE PORT";"REUNION";"-20.933546";"55.292296";"5 Avenue du 14 Juillet 1789 97420 Le Port";"0.64";"housenumber";"ADRNIVX_0000001401817203";"5";"Avenue du 14 Juillet 1789";;"97420";"Le Port";"974, La RÃ©union";"97407";
"97420";"19 B AV JACQUES PREVERT";;"LE PORT";"REUNION";"-20.955858";"55.322731";"19 B Avenue Jacques PrÃ©vert 97420 Le Port";"0.64";"housenumber";"ADRNIVX_0000001402626623";"19 B";"Avenue Jacques PrÃ©vert";;"97420";"Le Port";"974, La RÃ©union";"97407";
"97425";"32 RTE DE LA RAVINE SECHE ";;"LES AVIRONS";"REUNION";"-21.243101";"55.352381";"Route de la Ravine Seche 97425 Les Avirons";"0.64";"street";"97401_XXXX_e26996";;"Route de la Ravine Seche";;"97425";"Les Avirons";"974, La RÃ©union";"97401";"-21.243897,55.351586"
"97427";"103 AV RAYMOND BARRE";;"ETANG SALE";"REUNION";"-21.265234";"55.364851";"103 Avenue Raymond Barre 97427 L'Ã‰tang-SalÃ©";"0.64";"housenumber";"ADRNIVX_0000001401987261";"103";"Avenue Raymond Barre";;"97427";"L'Ã‰tang-SalÃ©";"974, La RÃ©union";"97404";
"97427";"135 AV RAYMOND BARRE";;"ETANG SALE";"REUNION";"-21.263313";"55.362531";"135 Avenue Raymond Barre 97427 L'Ã‰tang-SalÃ©";"0.64";"housenumber";"ADRNIVX_0000001401985536";"135";"Avenue Raymond Barre";;"97427";"L'Ã‰tang-SalÃ©";"974, La RÃ©union";"97404";
"13005";"27 BOULEVARD JEAN MOULIN";;"MARSEILLE";"BOUCHES DU RHONE";"43.288907";"5.400481";"27 Boulevard Jean Moulin 13005 Marseille";"0.64";"housenumber";"ADRNIVX_0000000264927720";"27";"Boulevard Jean Moulin";;"13005";"Marseille";"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur";"13205";"43.289028,5.400496"
"95200";"17 RUE ANDRE GRUNING";;"SARCELLES";"VAL D'OISE";"49.003277";"2.377764";"17 Rue AndrÃ© Grunig 95200 Sarcelles";"0.63";"housenumber";"ADRNIVX_0000000350609025";"17";"Rue AndrÃ© Grunig";;"95200";"Sarcelles";"95, Val-d'Oise, ÃŽle-de-France";"95585";"49.003417,2.377461"
"97430";"4 BIS RUE DACHERY ";;"LE TAMPON";"REUNION";"-21.273066";"55.526125";"4 B Rue Dachery 97430 Le Tampon";"0.63";"housenumber";"ADRNIVX_0000001402267868";"4 B";"Rue Dachery";;"97430";"Le Tampon";"974, La RÃ©union";"97422";
"97480";"LA PASSERELLE";;"SAINT-JOSEPH";"REUNION";"-21.36258";"55.647742";"Rue de la Passerelle 97480 Saint-Joseph";"0.63";"street";"97412_1099_d18a31";;"Rue de la Passerelle";;"97480";"Saint-Joseph";"974, La RÃ©union";"97412";"-21.361615,55.647431"
"97400";"27 ALL DES TANGERINES";;"SAINT-DENIS";"REUNION";"-20.894179";"55.465631";"AllÃ©e des Tangerines 97400 Saint-Denis";"0.63";"street";"97411_XXXX_2d0ced";;"AllÃ©e des Tangerines";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.894255,55.466195"
"97427";"80 ROUTE DES ABLES";;"ETANG SALE";"REUNION";"-21.281016";"55.370643";"80 Route des Sables 97427 L'Ã‰tang-SalÃ©";"0.63";"housenumber";"ADRNIVX_0000001402247242";"80";"Route des Sables";;"97427";"L'Ã‰tang-SalÃ©";"974, La RÃ©union";"97404";
"97441";"32 C RUE DU PERE FAYET BAGATELLE";;"SAINTE-SUZANNE";"REUNION";"-20.929072";"55.580302";"32 C Rue du PÃ¨re Fayet 97441 Sainte-Suzanne";"0.63";"housenumber";"ADRNIVX_0000001402629984";"32 C";"Rue du PÃ¨re Fayet";;"97441";"Sainte-Suzanne";"974, La RÃ©union";"97420";
"97480";"LA PASSERELLE";;"SAINT-JOSEPH";"REUNION";"-21.36258";"55.647742";"Rue de la Passerelle 97480 Saint-Joseph";"0.63";"street";"97412_1099_d18a31";;"Rue de la Passerelle";;"97480";"Saint-Joseph";"974, La RÃ©union";"97412";"-21.361615,55.647431"
"97480";"LA PASSERELLE";;"SAINT-JOSEPH";"REUNION";"-21.36258";"55.647742";"Rue de la Passerelle 97480 Saint-Joseph";"0.63";"street";"97412_1099_d18a31";;"Rue de la Passerelle";;"97480";"Saint-Joseph";"974, La RÃ©union";"97412";"-21.361615,55.647431"
"97490";"BOIS DE NEFLES ";;"SAINT-DENIS";"REUNION";"-20.905859";"55.476623";"Route de Bois de NÃ¨fles 97490 Saint-Denis";"0.63";"street";"97411_XXXX_5e89ab";;"Route de Bois de NÃ¨fles";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.911591,55.475575"
"28230";"IMPASSE ALEXANDRE LE BOULANGER";;"DOUE SUR DROUETTE";"EURE-ET-LOIRE";"48.595256";"1.692949";"Impasse Alexandre Leboulanger 28230 Droue-sur-Drouette";"0.63";"street";"28135_XXXX_5b60a5";;"Impasse Alexandre Leboulanger";;"28230";"Droue-sur-Drouette";"28, Eure-et-Loir, Centre-Val de Loire";"28135";"48.594697,1.693076"
"97430";"3 RUE MARCONI";;"LE TAMPON";"REUNION";"-21.258847";"55.510346";"Rue Marconi 97430 Le Tampon";"0.63";"street";"97422_0601_65e844";;"Rue Marconi";;"97430";"Le Tampon";"974, La RÃ©union";"97422";"-21.258855,55.510186"
"97480";"LA PASSERELLE";;"SAINT-JOSEPH";"REUNION";"-21.36258";"55.647742";"Rue de la Passerelle 97480 Saint-Joseph";"0.63";"street";"97412_1099_d18a31";;"Rue de la Passerelle";;"97480";"Saint-Joseph";"974, La RÃ©union";"97412";"-21.361615,55.647431"
"97420";"3 AV THEODORE DROUHET";;"LE PORT";"REUNION";"-20.946884";"55.317383";"3 Rue ThÃ©odore Drouhet 97420 Le Port";"0.63";"housenumber";"ADRNIVX_0000001402404579";"3";"Rue ThÃ©odore Drouhet";;"97420";"Le Port";"974, La RÃ©union";"97407";
